ts_code,symbol,name,area,industry,cnspell,market,list_date,act_name,act_ent_type
000751.SZ,000751,锌业股份,辽宁,铅锌,XYGF,主板,19970626,于跃,民营企业
000752.SZ,000752,ST西发,西藏,啤酒,STXF,主板,19970625,罗希,民营企业
000753.SZ,000753,漳州发展,福建,综合类,ZZFZ,主板,19970626,漳州市人民政府国有资产监督管理委员会,地方国有企业
000755.SZ,000755,山西高速,山西,路桥,SXGS,主板,19970627,山西省人民政府国有资产监督管理委员会,地方国有企业
000756.SZ,000756,新华制药,山东,化学制药,XHZY,主板,19970806,山东省人民政府国有资产监督管理委员会,地方国有企业
000757.SZ,000757,浩物股份,四川,汽车服务,HWGF,主板,19970627,张荣华,民营企业
000758.SZ,000758,中色股份,北京,铅锌,ZSGF,主板,19970416,国务院国有资产监督管理委员会,中央企业
000759.SZ,000759,中百集团,湖北,超市连锁,ZBJT,主板,19970519,武汉市人民政府国有资产监督管理委员会,地方国有企业
000761.SZ,000761,本钢板材,辽宁,普钢,BGBC,主板,19980115,国务院国有资产监督管理委员会,中央企业
000762.SZ,000762,西藏矿业,西藏,小金属,XZKY,主板,19970708,国务院国有资产监督管理委员会,中央企业
000766.SZ,000766,通化金马,吉林,化学制药,THJM,主板,19970430,于兰军,民营企业
000767.SZ,000767,晋控电力,山西,火力发电,JKDL,主板,19970609,山西省人民政府国有资产监督管理委员会,地方国有企业
000768.SZ,000768,中航西飞,陕西,航空,ZHXF,主板,19970626,国务院国有资产监督管理委员会,中央企业
000776.SZ,000776,广发证券,广东,证券,GFZQ,主板,19970611,无实际控制人,其他
000777.SZ,000777,中核科技,江苏,机械基件,ZHKJ,主板,19970710,国务院国有资产监督管理委员会,中央企业
000778.SZ,000778,新兴铸管,河北,钢加工,XXZG,主板,19970606,国务院国有资产监督管理委员会,中央企业
000779.SZ,000779,甘咨询,甘肃,建筑工程,GZX,主板,19970528,甘肃省人民政府国有资产监督管理委员会,地方国有企业
000782.SZ,000782,恒申新材,广东,化纤,HSXC,主板,19970619,陈建龙,民营企业
000783.SZ,000783,长江证券,湖北,证券,CJZQ,主板,19970731,无实际控制人,其他
000785.SZ,000785,居然智家,湖北,百货,JRZJ,主板,19970711,杨芳,民营企业
000786.SZ,000786,北新建材,北京,其他建材,BXJC,主板,19970606,中国建材集团有限公司,中央企业
000788.SZ,000788,北大医药,重庆,化学制药,BDYY,主板,19970616,徐晰人,民营企业
000789.SZ,000789,万年青,江西,水泥,WNQ,主板,19970923,江西省国有资产监督管理委员会,地方国有企业
000790.SZ,000790,华神科技,四川,中成药,HSKJ,主板,19980327,黄明良,民营企业
000791.SZ,000791,甘肃能源,甘肃,水力发电,GSNY,主板,19971014,甘肃省人民政府国有资产监督管理委员会,地方国有企业
000792.SZ,000792,盐湖股份,青海,农药化肥,YHGF,主板,19970904,中国五矿集团有限公司,中央企业
000793.SZ,000793,*ST华闻,海南,出版业,*STHW,主板,19970729,中国国际广播电台,中央企业
000795.SZ,000795,英洛华,浙江,矿物制品,YLH,主板,19970808,东阳市横店社团经济企业联合会,集体企业
000796.SZ,000796,凯撒旅业,海南,旅游服务,KSLY,主板,19970703,青岛市市北区国有资产运营发展中心,地方国有企业
000797.SZ,000797,中国武夷,福建,全国地产,ZGWY,主板,19970715,福建省人民政府国有资产监督管理委员会,地方国有企业
000798.SZ,000798,中水渔业,北京,渔业,ZSYY,主板,19980212,国务院国有资产监督管理委员会,中央企业
000799.SZ,000799,酒鬼酒,湖南,白酒,JGJ,主板,19970718,国务院国有资产监督管理委员会,中央企业
000800.SZ,000800,一汽解放,吉林,汽车整车,YQJF,主板,19970618,国务院国有资产监督管理委员会,中央企业
000801.SZ,000801,四川九洲,四川,家用电器,SCJZ,主板,19980506,绵阳市国有资产监督管理委员会,地方国有企业
000802.SZ,000802,北京文化,北京,影视音像,BJWH,主板,19980108,无实际控制人,其他
000803.SZ,000803,山高环能,四川,环境保护,SGHN,主板,19980303,山东省人民政府国有资产监督管理委员会,地方国有企业
000807.SZ,000807,云铝股份,云南,铝,YLGF,主板,19980408,国务院国有资产监督管理委员会,中央企业
000809.SZ,000809,和展能源,辽宁,电气设备,HZNY,主板,19980616,刘名,民营企业
000810.SZ,000810,创维数字,四川,家用电器,CWSZ,主板,19980602,黄宏生,外资
000811.SZ,000811,冰轮环境,山东,工程机械,BLHJ,主板,19980528,烟台市人民政府国有资产监督管理委员会,地方国有企业
000812.SZ,000812,陕西金叶,陕西,广告包装,SXJY,主板,19980623,袁汉源,外资
000813.SZ,000813,德展健康,新疆,化学制药,DZJK,主板,19980519,新疆维吾尔自治区人民政府国有资产监督管理委员会,地方国有企业
000815.SZ,000815,美利云,宁夏,通信设备,MLY,主板,19980609,国务院国有资产监督管理委员会,中央企业
000816.SZ,000816,智慧农业,江苏,农用机械,ZHNY,主板,19970818,罗韶宇,外资
000818.SZ,000818,航锦科技,辽宁,化工原料,HJKJ,主板,19971017,武汉市人民政府国有资产监督管理委员会,地方国有企业
000819.SZ,000819,岳阳兴长,湖南,石油加工,YYXC,主板,19970625,国务院国有资产监督管理委员会,中央企业
000820.SZ,000820,*ST节能,江西,综合类,*STJN,主板,19980630,无实际控制人,其他
000821.SZ,000821,ST京机,湖北,电气设备,STJJ,主板,19980626,李健,民营企业
000822.SZ,000822,山东海化,山东,化工原料,SDHH,主板,19980703,潍坊市国有资产监督管理委员会,地方国有企业
000823.SZ,000823,超声电子,广东,元器件,CSDZ,主板,19971008,汕头市人民政府国有资产监督管理委员会,地方国有企业
000825.SZ,000825,太钢不锈,山西,特种钢,TGBX,主板,19981021,国务院国有资产监督管理委员会,中央企业
000826.SZ,000826,启迪环境,湖北,环境保护,QDHJ,主板,19980225,无实际控制人,其他
000828.SZ,000828,东莞控股,广东,路桥,DGKG,主板,19970617,东莞市国有资产管理办公室,地方国有企业
000829.SZ,000829,天音控股,江西,其他商业,TYKG,主板,19971202,深圳市投资控股有限公司,地方国有企业
000830.SZ,000830,鲁西化工,山东,化工原料,LXHG,主板,19980807,国务院国有资产监督管理委员会,中央企业
000831.SZ,000831,中国稀土,江西,小金属,ZGXT,主板,19980911,国务院国有资产监督管理委员会,中央企业
000833.SZ,000833,粤桂股份,广西,综合类,YGGF,主板,19981111,广东省人民政府国有资产监督管理委员会,地方国有企业
000837.SZ,000837,秦川机床,陕西,机床制造,QCJC,主板,19980928,陕西省人民政府国有资产监督管理委员会,地方国有企业
000838.SZ,000838,财信发展,重庆,区域地产,CXFZ,主板,19970626,卢生举,民营企业
000839.SZ,000839,国安股份,北京,综合类,GAGF,主板,19971031,中国中信集团有限公司,中央企业
000848.SZ,000848,承德露露,河北,软饮料,CDLL,主板,19971113,鲁伟鼎,民营企业
000850.SZ,000850,华茂股份,安徽,纺织,HMGF,主板,19981007,安庆市财政局,地方国有企业
000852.SZ,000852,石化机械,湖北,化工机械,SHJX,主板,19981126,国务院国有资产监督管理委员会,中央企业
000856.SZ,000856,冀东装备,河北,专用机械,JDZB,主板,19980813,北京市人民政府国有资产监督管理委员会,地方国有企业
000858.SZ,000858,五粮液,四川,白酒,WLY,主板,19980427,宜宾市政府国有资产监督管理委员会,地方国有企业
000859.SZ,000859,国风新材,安徽,塑料,GFXC,主板,19981119,合肥市人民政府国有资产监督管理委员会,地方国有企业
000860.SZ,000860,顺鑫农业,北京,白酒,SXNY,主板,19981104,北京市顺义区人民政府国有资产监督管理委员会,地方国有企业
000862.SZ,000862,银星能源,宁夏,新型电力,YXNY,主板,19980915,国务院国有资产监督管理委员会,中央企业
000863.SZ,000863,三湘印象,上海,区域地产,SXYX,主板,19970925,黄辉,民营企业
000868.SZ,000868,安凯客车,安徽,汽车整车,AKKC,主板,19970725,安徽省人民政府国有资产监督管理委员会,地方国有企业
000869.SZ,000869,张裕Ａ,山东,红黄酒,ZYA,主板,20001026,张裕集团及本公司中层以上员工26人,其他
000875.SZ,000875,电投绿能,吉林,火力发电,DTLN,主板,20020926,国务院国有资产监督管理委员会,中央企业
000876.SZ,000876,新希望,四川,饲料,XXW,主板,19980311,刘永好,民营企业
000877.SZ,000877,天山股份,新疆,水泥,TSGF,主板,19990107,国务院国有资产监督管理委员会,中央企业
000878.SZ,000878,云南铜业,云南,铜,YNTY,主板,19980602,国务院国有资产监督管理委员会,中央企业
000880.SZ,000880,潍柴重机,山东,专用机械,WCZJ,主板,19980402,山东省人民政府国有资产监督管理委员会,地方国有企业
000881.SZ,000881,中广核技,辽宁,化工原料,ZGHJ,主板,19980902,中国广核集团有限公司,中央企业
000882.SZ,000882,华联股份,北京,其他商业,HLGF,主板,19980616,海南省文化交流促进会,其他
000883.SZ,000883,湖北能源,湖北,水力发电,HBNY,主板,19980519,中国长江三峡集团有限公司,中央企业
000885.SZ,000885,城发环境,河南,环境保护,CFHJ,主板,19990319,河南省财政厅,地方国有企业
000886.SZ,000886,海南高速,海南,区域地产,HNGS,主板,19980123,海南省国有资产监督管理委员会,地方国有企业
000887.SZ,000887,中鼎股份,安徽,汽车配件,ZDGF,主板,19981203,夏鼎湖,民营企业
000888.SZ,000888,峨眉山Ａ,四川,旅游景点,EMSA,主板,19971021,乐山市国有资产监督管理委员会,地方国有企业
000889.SZ,000889,中嘉博创,河北,通信设备,ZJBC,主板,19971218,吴鹰,民营企业
000890.SZ,000890,法尔胜,江苏,环境保护,FES,主板,19990119,周江,民营企业
000892.SZ,000892,欢瑞世纪,重庆,影视音像,HRSJ,主板,19990115,赵枳程,民营企业
000893.SZ,000893,亚钾国际,广东,农药化肥,YJGJ,主板,19981224,无实际控制人,其他
000895.SZ,000895,双汇发展,河南,食品,SHFZ,主板,19981210,兴泰集团有限公司,外资
001896.SZ,001896,豫能控股,河南,火力发电,YNKG,主板,19980122,河南省财政厅,地方国有企业
000897.SZ,000897,津滨发展,天津,区域地产,JBFZ,主板,19990422,天津市人民政府国有资产监督管理委员会,地方国有企业
000898.SZ,000898,鞍钢股份,辽宁,普钢,AGGF,主板,19971225,鞍钢集团有限公司,中央企业
000899.SZ,000899,赣能股份,江西,火力发电,GNGF,主板,19971126,江西省国有资产监督管理委员会,地方国有企业
000900.SZ,000900,现代投资,湖南,路桥,XDTZ,主板,19990128,湖南省人民政府国有资产监督管理委员会,地方国有企业
000901.SZ,000901,航天科技,黑龙江,汽车配件,HTKJ,主板,19990401,国务院国有资产监督管理委员会,中央企业
000902.SZ,000902,新洋丰,湖北,农药化肥,XYF,主板,19990408,杨才学,民营企业
000903.SZ,000903,ST云动,云南,汽车配件,STYD,主板,19990415,云南省昆明市人民政府国有资产监督管理委员会,地方国有企业
000905.SZ,000905,厦门港务,福建,港口,XMGW,主板,19990429,福建省人民政府国有资产监督管理委员会,地方国有企业
000906.SZ,000906,浙商中拓,浙江,仓储物流,ZSZT,主板,19990707,浙江省人民政府国有资产监督管理委员会,地方国有企业
000908.SZ,000908,ST景峰,湖南,化学制药,STJF,主板,19990203,蔡东晨,民营企业
000909.SZ,000909,*ST数源,浙江,区域地产,*STSY,主板,19990507,杭州市人民政府,地方国有企业
000910.SZ,000910,大亚圣象,江苏,家居用品,DYSX,主板,19990630,陈建军,民营企业
000911.SZ,000911,广农糖业,广西,食品,GNTY,主板,19990527,广西壮族自治区人民政府,地方国有企业
000912.SZ,000912,泸天化,四川,农药化肥,LTH,主板,19990603,泸州市国有资产监督管理委员会,地方国有企业
000913.SZ,000913,钱江摩托,浙江,摩托车,QJMT,主板,19990514,李书福,民营企业
000915.SZ,000915,华特达因,山东,化学制药,HTDY,主板,19990609,山东省人民政府国有资产监督管理委员会,地方国有企业
000917.SZ,000917,电广传媒,湖南,广告包装,DGCM,主板,19990325,湖南省人民政府国有资产监督管理委员会,地方国有企业
000919.SZ,000919,金陵药业,江苏,化学制药,JLYY,主板,19991118,南京市人民政府国有资产监督管理委员会,地方国有企业
000920.SZ,000920,沃顿科技,贵州,塑料,WDKJ,主板,19990616,国务院国有资产监督管理委员会,中央企业
000921.SZ,000921,海信家电,广东,家用电器,HXJD,主板,19990713,无实际控制人,其他
000922.SZ,000922,佳电股份,黑龙江,电气设备,JDGF,主板,19990618,国务院国有资产监督管理委员会,中央企业
000923.SZ,000923,河钢资源,河北,普钢,HGZY,主板,19990714,河北省人民政府国有资产监督管理委员会,地方国有企业
000925.SZ,000925,众合科技,浙江,运输设备,ZHKJ,主板,19990611,无实际控制人,其他
000926.SZ,000926,福星股份,湖北,区域地产,FXGF,主板,19990618,湖北省汉川市钢丝绳厂,集体企业
000927.SZ,000927,中国铁物,天津,仓储物流,ZGTW,主板,19990727,国务院国有资产监督管理委员会,中央企业
000928.SZ,000928,中钢国际,吉林,建筑工程,ZGGJ,主板,19990312,国务院国有资产监督管理委员会,中央企业
000929.SZ,000929,*ST兰黄,甘肃,啤酒,*STLH,主板,19990623,谭岳鑫,民营企业
000930.SZ,000930,中粮科技,安徽,农业综合,ZLKJ,主板,19990712,中粮集团有限公司,中央企业
000931.SZ,000931,中关村,北京,化学制药,ZGC,主板,19990712,黄光裕,外资
000932.SZ,000932,华菱钢铁,湖南,普钢,HLGT,主板,19990803,湖南省人民政府国有资产监督管理委员会,地方国有企业
000933.SZ,000933,神火股份,河南,铝,SHGF,主板,19990831,商丘市人民政府国有资产监督管理委员会,地方国有企业
000935.SZ,000935,四川双马,四川,水泥,SCSM,主板,19990824,林栋梁,民营企业
000936.SZ,000936,华西股份,江苏,化纤,HXGF,主板,19990810,江阴市人民政府国有资产监督管理办公室,地方国有企业
000937.SZ,000937,冀中能源,河北,煤炭开采,JZNY,主板,19990909,河北省人民政府国有资产监督管理委员会,地方国有企业
000938.SZ,000938,紫光股份,北京,IT设备,ZGGF,主板,19991104,无实际控制人,其他
000948.SZ,000948,南天信息,云南,软件服务,NTXX,主板,19991014,云南省人民政府国有资产监督管理委员会,地方国有企业
000949.SZ,000949,新乡化纤,河南,化纤,XXHX,主板,19991021,新乡市财政局,地方国有企业
000950.SZ,000950,重药控股,重庆,医药商业,CYKG,主板,19990916,国务院国有资产监督管理委员会,中央企业
000951.SZ,000951,中国重汽,山东,汽车整车,ZGZQ,主板,19991125,山东省人民政府国有资产监督管理委员会,地方国有企业
000952.SZ,000952,广济药业,湖北,化学制药,GJYY,主板,19991112,湖北省人民政府国有资产监督管理委员会,地方国有企业
